iter	Logloss
356	0.4005051465
357	0.4002865199
358	0.4001334715
359	0.4000106309
360	0.3997495118
361	0.3995350877
362	0.3994612837
363	0.399077897
364	0.3988665515
365	0.3987096288
366	0.3986258836
367	0.398524948
368	0.3984874606
369	0.3982214513
370	0.3980834271
371	0.3979926396
372	0.3978997991
373	0.3978088421
374	0.3977616412
375	0.3976456381
376	0.3975495184
377	0.3975219554
378	0.3973511735
379	0.3973129183
380	0.3972807137
381	0.397016643
382	0.3968963292
383	0.3967396338
384	0.3965914428
385	0.3964171595
386	0.3963234901
387	0.3962700463
388	0.396015862
389	0.3959351528
390	0.3958779431
391	0.3958368253
392	0.3956476354
393	0.3956125888
394	0.3954821913
395	0.3953605142
396	0.3953071206
397	0.3951221103
398	0.3949961092
399	0.3948656731
400	0.3948086627
401	0.3946881585
402	0.3943711785
403	0.3941456908
404	0.3941015029
405	0.3940629708
406	0.3940185388
407	0.3939338187
408	0.3938356247
409	0.3936812452
410	0.3935434262
411	0.393464725
412	0.3933300296
413	0.3932429504
414	0.3930717626
415	0.3929306542
416	0.39290217
417	0.392837209
418	0.3927132157
419	0.3922620621
420	0.3922336929
421	0.3920777455
422	0.3919264048
423	0.3918322575
424	0.3916913059
425	0.3916586791
426	0.3915309137
427	0.3913787314
428	0.3911752759
429	0.3910945741
430	0.3909140785
431	0.3907955261
432	0.3907278503
433	0.3904856924
434	0.3904251649
435	0.3904007333
436	0.3902402248
437	0.3900688788
438	0.3899265355
439	0.3897082573
440	0.3894851261
441	0.3892935128
442	0.3892614745
443	0.3891532187
444	0.389020526
445	0.3888804809
446	0.3887785637
447	0.388729976
448	0.3884707222
449	0.3884460148
450	0.3883840892
451	0.3883142541
452	0.3882121423
453	0.388044924
454	0.3878983894
455	0.3877390598
456	0.3876944106
457	0.387514216
458	0.3873573315
459	0.3872976126
460	0.3871407991
461	0.3870113014
462	0.3868045329
463	0.3867350131
464	0.3866176485
465	0.3865790858
466	0.3864826527
467	0.3863729546
468	0.3863446314
469	0.3862812341
470	0.386251162
471	0.3861998319
472	0.3861398303
473	0.3860376299
474	0.3858900944
475	0.3858013675
476	0.3857234515
477	0.385502522
478	0.3853441609
479	0.3853054791
480	0.3851989905
481	0.384925897
482	0.3848452191
483	0.3847598683
484	0.3846899958
485	0.3846405953
486	0.3845320224
487	0.3845050434
488	0.3844746848
489	0.384442685
490	0.3843548447
491	0.3842999635
492	0.3842104879
493	0.3841516966
494	0.3841122973
495	0.3839553576
496	0.3838641137
497	0.3838332836
498	0.3837437292
499	0.3836251721
500	0.3835025151
501	0.3832643488
502	0.3831831754
503	0.3831561634
504	0.3830359995
505	0.3829684697
506	0.382876228
507	0.3827556058
508	0.3825318839
509	0.3823727763
510	0.3822573928
511	0.382225583
512	0.3821176634
513	0.3820481111
514	0.3819138138
515	0.3818652305
516	0.3817735045
517	0.3816478812
518	0.3815059085
519	0.3813895519
520	0.3813672296
521	0.3813036948
522	0.3811953247
523	0.3811697537
524	0.3811365597
525	0.3810445532
526	0.3809417752
527	0.3808216523
528	0.3807108848
529	0.3805434787
530	0.3804154576
531	0.3803129203
532	0.3802862413
533	0.380201679
534	0.3800519717
535	0.3799671383
536	0.3798896306
537	0.3797424802
538	0.3796360847
539	0.3795560802
540	0.3794893551
541	0.3793995547
542	0.3793712791
543	0.379333422
544	0.3792210761
545	0.3791522364
546	0.3790819554
547	0.3789628098
548	0.3789416111
549	0.3789069807
550	0.3788817408
551	0.3787152473
552	0.3786789936
553	0.378592115
554	0.3785709059
555	0.3784928528
556	0.3784292838
557	0.3783660506
558	0.3783044012
559	0.3781718679
560	0.3779713134
561	0.3778772472
562	0.3778303184
563	0.3776720073
564	0.377597571
565	0.377575928
566	0.3775340637
567	0.3775079714
568	0.3773605825
569	0.3772400608
570	0.3771287488
571	0.3771031806
572	0.3769701916
573	0.3768773953
574	0.3768218877
575	0.3767920277
576	0.3767731127
577	0.376654774
578	0.3765698537
579	0.3765518423
580	0.3764451823
581	0.3763433564
582	0.3763087045
583	0.3762038625
584	0.3760636345
585	0.3759532502
586	0.3758726001
587	0.3757554776
588	0.3755850114
589	0.375558131
590	0.3754568451
591	0.3753646706
592	0.3752140316
593	0.3751394163
594	0.3750585804
595	0.3749169727
596	0.3748343099
597	0.3747331836
598	0.37461358
599	0.3745187408
600	0.3744589228
601	0.3743838862
602	0.3743429982
603	0.3742508548
604	0.3741581465
605	0.3741315953
606	0.3741066491
607	0.3740165365
608	0.3740014045
609	0.3739303529
610	0.3738898824
611	0.3738236828
612	0.3737983185
613	0.3736943955
614	0.3735938146
615	0.3735582877
616	0.373462762
617	0.373352202
618	0.3732212255
619	0.3731976722
620	0.3731455896
621	0.3731058645
622	0.3730201023
623	0.3728806626
624	0.3728477299
625	0.3727251198
626	0.372615881
627	0.372406538
628	0.3723524786
629	0.37230844
630	0.3721562876
631	0.3720712236
632	0.372024104
633	0.371917332
634	0.371863278
635	0.371790432
636	0.371762297
637	0.3716299813
638	0.3716006458
639	0.3715722682
640	0.3714809198
641	0.3714114238
642	0.3713437982
643	0.371256029
644	0.3710620843
645	0.3710345681
646	0.3710099482
647	0.3709829788
648	0.3709146581
649	0.3708549184
650	0.370776026
651	0.3706958797
652	0.3705971405
653	0.3704985153
654	0.3704224578
655	0.370284306
656	0.3702595643
657	0.3701687444
658	0.3701395585
659	0.3700741895
660	0.370018803
661	0.3699889356
662	0.3699143169
663	0.36988259
664	0.3698128201
665	0.369593216
666	0.3695534038
667	0.369366912
668	0.3692439655
669	0.3692012983
670	0.369177908
671	0.3690334837
672	0.3689464067
673	0.3688758799
674	0.3687597693
675	0.3686612461
676	0.3686327738
677	0.3685250543
678	0.3684449267
679	0.3683033863
680	0.3682315486
681	0.3681492124
682	0.3681046471
683	0.3679608599
684	0.3677926775
685	0.3677461868
686	0.3677303177
687	0.3676693704
688	0.3676453655
689	0.3676272017
690	0.3675440159
691	0.3674788595
692	0.3674197609
693	0.36737398
694	0.3673572552
695	0.3673148276
696	0.3672657269
697	0.3671545882
698	0.3670961851
699	0.3670740011
700	0.3669685357
701	0.3669089092
702	0.3668263624
703	0.366805818
704	0.3667821911
705	0.366758603
706	0.3666497246
707	0.3665493336
708	0.3664668705
709	0.3663930329
710	0.3662797485
711	0.366192993
712	0.3661677214
713	0.3659268168
714	0.3657927663
715	0.3657692492
716	0.3656468268
717	0.3655272478
718	0.3653635542
719	0.3652272707
720	0.3651332893
721	0.3650865642
722	0.365031139
723	0.3649615256
724	0.3649064577
725	0.3648307611
726	0.3647079383
727	0.3646100201
728	0.3645778097
729	0.3645299999
730	0.3644783938
731	0.3644500787
732	0.3643821521
733	0.3643362855
734	0.3642376278
735	0.364096297
736	0.3640636886
737	0.3640094671
738	0.3638475242
739	0.3637437229
740	0.3636716431
741	0.3635987328
742	0.3635085511
743	0.3633777201
744	0.3633440179
745	0.363310254
746	0.3632348859
747	0.3632032891
748	0.3631786538
749	0.362983884
750	0.3628295185
751	0.3627670537
752	0.3626585653
753	0.362608853
754	0.362578519
755	0.3625254214
756	0.3625024137
757	0.362423365
758	0.3622662756
759	0.3621988262
760	0.3621794144
761	0.3620678291
762	0.3620359729
763	0.3619632054
764	0.3618769072
765	0.3618293523
766	0.3617652448
767	0.3617357791
768	0.3616251989
769	0.3615719368
770	0.361472324
771	0.3613979418
772	0.3613814502
773	0.3613573715
774	0.3612967696
775	0.3612297293
776	0.3612130978
777	0.3611916542
778	0.3611511791
779	0.3610966109
780	0.3610587604
781	0.3609981515
782	0.360943182
783	0.3609186335
784	0.3608001559
785	0.3607669161
786	0.3606773043
787	0.3606124207
788	0.360592636
789	0.3604938326
790	0.3604670114
791	0.3604450465
792	0.3603689847
793	0.3603463022
794	0.3603242618
795	0.3603016804
796	0.3602668955
797	0.3602446016
798	0.3602236131
799	0.3602024561
800	0.360184362
801	0.360159935
802	0.3601322196
803	0.3599988236
804	0.3599781345
805	0.3599114894
806	0.3598820132
807	0.3598656579
808	0.3598456626
809	0.3598112295
810	0.3597069346
811	0.3596119253
812	0.3595346352
813	0.3593791573
814	0.3593511639
815	0.3593128148
816	0.3592706645
817	0.3591136222
818	0.3590540409
819	0.3590006992
820	0.358972047
821	0.3588684348
822	0.3587904742
823	0.3587226761
824	0.3586682337
825	0.3586178455
826	0.358526999
827	0.3584417274
828	0.3583477626
829	0.3582887779
830	0.3582657961
831	0.3582349913
832	0.3581624081
833	0.3581436376
834	0.3581258831
835	0.3580938257
836	0.3579881519
837	0.3578944977
838	0.3578419038
839	0.3577513812
840	0.35771692
841	0.3576868448
842	0.3576296138
843	0.3576072565
844	0.3575922358
845	0.3575661548
846	0.3575033609
847	0.357419422
848	0.3573819901
849	0.3573579708
850	0.3573029943
851	0.3572794649
852	0.3571976683
853	0.3571551055
854	0.3570564429
855	0.3570034778
856	0.3568964518
857	0.3568387071
858	0.3567954481
859	0.3567719584
860	0.356753779
861	0.3566498774
862	0.3566278189
863	0.3565838307
864	0.3565627862
865	0.3564808961
866	0.3564153118
867	0.3563536456
868	0.3562137687
869	0.3561910289
870	0.356165333
871	0.356133551
872	0.3561141717
873	0.3560175752
874	0.3559306198
875	0.3559116707
876	0.355863396
877	0.3557301548
878	0.355698945
879	0.3556673629
880	0.3556048461
881	0.3555855127
882	0.3555620638
883	0.3555497933
884	0.3555311439
885	0.355483093
886	0.3553860838
887	0.3553598391
888	0.355208557
889	0.3551112375
890	0.3550684152
891	0.3550457135
892	0.3549879105
893	0.3549570192
894	0.35484888
895	0.3546688278
896	0.3545584546
897	0.3545372325
898	0.3545086614
899	0.3544322988
900	0.354362651
901	0.3543376713
902	0.3543137148
903	0.3542782686
904	0.3541909568
905	0.3541762788
906	0.354056776
907	0.3540295457
908	0.3539332671
909	0.3539078639
910	0.3538987991
911	0.353847648
912	0.3536372141
913	0.3536187301
914	0.3535493737
915	0.353406848
916	0.3533543316
917	0.353252566
918	0.3532283318
919	0.3531488454
920	0.3531238988
921	0.353106368
922	0.3530863339
923	0.3530162216
924	0.352947065
925	0.3528940313
926	0.3528756022
927	0.3528323069
928	0.3527431583
929	0.3526695892
930	0.3526414121
931	0.3525407435
932	0.3525308811
933	0.3524938057
934	0.3523047386
935	0.3522355626
936	0.3521471981
937	0.3521178683
938	0.352041778
939	0.3519880173
940	0.3519739727
941	0.3519556331
942	0.3519039129
943	0.3518848054
944	0.3518627813
945	0.3518482176
946	0.3517453771
947	0.3517234084
948	0.3516714205
949	0.3516473593
950	0.3516166785
951	0.3515462852
952	0.3515223205
953	0.351497646
954	0.3513536716
955	0.3511940365
956	0.3511740797
957	0.3510245262
958	0.350876357
959	0.3508174091
960	0.3507493287
961	0.3507253632
962	0.3507031151
963	0.3506543392
964	0.3505856108
965	0.3504709876
966	0.3503664401
967	0.3503040524
968	0.3502577586
969	0.3502321274
970	0.3502081031
971	0.3501889485
972	0.3501716142
973	0.3501442366
974	0.3500622244
975	0.3500095856
976	0.3498122051
977	0.3497882396
978	0.3497385973
979	0.3496202284
980	0.349600607
981	0.3495746615
982	0.349519172
983	0.3494747244
984	0.3494556646
985	0.3494374323
986	0.3494133734
987	0.3493559726
988	0.3493313132
989	0.3493121956
990	0.3492451844
991	0.3492176118
992	0.3491273885
993	0.3491088933
994	0.349090078
995	0.3490369416
996	0.3489718266
997	0.348954058
998	0.3489046378
999	0.3488610113
